"SID","Commodity code","Product line suffix","Start date","End date","Indentation","End line","Description"
100096,"3919108063","80","01/07/2016","",4,1,"Reflecting film consisting of<br> <br><br><br>- a layer of an acrylic resin with imprints against counterfeiting, alteration or substitution of data or duplication, or an official mark for an intended use,<br> <br><br><br>- a layer of an acrylic resin having embedded glass beads,<br> <br><br><br>- a layer of an acrylic resin hardened by a melamine cross-linking agent,<br> <br><br><br>- a metal layer,<br> <br><br><br>- an acrylic adhesive, and<br> <br><br><br>- a release film<br>"
93849,"3919108070","80","01/01/2012","",4,1,"Rolls of polyethylene foil:<br> <br><br><br>- self-adhesive on one side,<br> <br><br><br>- of a total thickness of 0,025 mm or more, but not more than 0,09 mm,<br> <br><br><br>- of a total width of 60 mm or more, but not more than 1 110 mm,<br>for use in the manufacture of products of Headings 8521 or 8528 for protection purposes"
100097,"3919108073","80","01/07/2016","",4,1,"Self-adhesive reflecting sheet whether or not in segmented pieces,<br> <br><br><br>- whether or not containing a watermark,<br> <br><br><br>- with or without an application tape coated on one side with an adhesive;<br>the reflective sheet consists of:<br> <br><br><br>- a layer of acrylic or vinyl polymer,<br> <br><br><br>- a layer of poly(methyl methacrylate)  or  polycarbonate containing microprisms,<br> <br><br><br>- a layer of metallisation,<br> <br><br><br>- an adhesive layer, and<br> <br><br><br>- a release sheet<br> <br><br><br>- whether or not containing an additional layer of polyester<br>"
94739,"3919108075","80","01/01/2012","",4,1,"Self adhesive reflecting film, consisting of several layers including: <br><br><br>- a copolymer of acrylic resin, <br> <br><br><br>- polyurethane,  <br> <br><br><br>- a metalised layer with, on one side, laser imprints against counterfeiting, alteration or substitution of data or duplications, or an official mark for an intended use, <br> <br><br><br>- glass microspheres, and <br> <br><br><br>- an adhesive layer, with a release liner on one or both sides"
96914,"3919108085","80","01/01/2013","",4,1,"Poly(vinyl chloride) or polyethylene or any other polyolefine film:<br> <br><br><br>- of a thickness of 65 µm or more,<br> <br><br><br>- coated on one side with an acrylic UV-sensitive adhesive and a polyester liner<br>"
91823,"3919108090","80","01/01/2010","",4,1,"Other"
39114,"3919900000","80","01/01/1972","",1,0,"Other"
102107,"3919902000","80","01/01/2017","",2,1,"Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers"
102108,"3919908000","80","01/01/2017","",2,0,"Other"
102109,"3919908010","80","01/01/2017","",3,1,"For use in certain types of aircraft"
102110,"3919908019","10","01/01/2017","",3,0,"Other"
102111,"3919908019","80","01/01/2017","",4,1,"Transparent poly(ethylene terephthalate) self-adhesive film:<br> <br><br><br>- free from impurities or faults,<br> <br><br><br>- coated on one side with an acrylic pressure sensitive adhesive and a protective liner, and on the other side with an antistatic layer of ionic organic choline compound,<br> <br><br><br>- whether or not with a printable dust-proof layer of modified long chain alkyl organic compound,<br> <br><br><br>- with a total thickness without the liner of 54 μm or more but not more than 64 μm, and<br> <br><br><br>- a width of more than 1 295 mm but not more than 1 305 mm<br>"
102112,"3919908020","80","01/01/2017","",4,1,"Polyester film:<br> <br><br><br>- coated on one side with an acrylic thermal release adhesive that debonds at temperatures of 90 °C or more but not more than 200 °C, and a polyester liner, and<br> <br><br><br>- on the other side not coated or coated with an acrylic pressure sensitive adhesive or with an acrylic thermal release adhesive that debonds at temperatures of 90 °C or more but not more than  200 °C, and a polyester liner<br>"
104010,"3919908021","80","01/07/2018","",4,1,"Polytetrafluoroethylene film,<br> <br><br><br>- with a thickness of 50 µm or more but not more than 155 µm,<br> <br><br><br>- with a width of 6,30 mm or more but not more than 585 mm,<br> <br><br><br>- an elongation at break of not more than 200 %, and<br> <br><br><br>- coated on one side with a pressure sensitive silicone adhesive with a thickness of not more than 40 µm<br>"
104011,"3919908022","80","01/07/2018","",4,1,"Polyester, polyethylene or polypropylene film coated on one or both sides with an acrylic and/or rubber pressure sensitive adhesive, whether or not supplied with a release liner, put up in rolls of a width of 45,7 cm or more but not more than 160 cm"
102113,"3919908023","80","01/01/2017","",4,1,"Film consisting of 1 to 3 laminated layers of poly(ethylene terephthalate) and a copolymer of terephthalic acid, sebacic acid and ethylene glycol, coated on one side with an acrylic abrasion resistant coating and on the other side with an acrylic pressure sensitive adhesive, a water soluble methylcellulose coating and a poly(ethylene terephthalate) protective liner"
102114,"3919908024","80","01/01/2017","",4,1,"Reflecting laminated sheet:<br> <br><br><br>- consisting of an epoxy acrylate layer embossed on one side in a regular shaped pattern,<br> <br><br><br>- covered on both sides with one or more layers of plastic material and<br> <br><br><br>- covered on one side with an adhesive layer and a release sheet<br>"
102116,"3919908026","80","01/01/2017","",4,1,"Ethylene vinyl acetate film:<br> <br><br><br>- of a thickness of 100 µm or more,<br> <br><br><br>- coated on one side with an acrylic pressure sensitive or UV-sensitive adhesive and a polyester or polypropylene liner<br>"
102118,"3919908028","80","01/01/2017","",4,1,"Poly(vinyl chloride), poly(ethyleneterephthalate), polyethylene or any other polyolefin film: -coated on one side with an acrylic UV-sensitive adhesive and a liner -of a total thickness of 65 μm or more without release liner"
102120,"3919908030","80","01/01/2017","",4,1,"Reflecting sheet:<br> <br><br><br>- of a polycarbonate or acrylic polymer film embossed on one side in a regular shaped pattern<br> <br><br><br>- covered on one or both sides with one or more layers of plastic or metallisation, and<br> <br><br><br>- whether or not covered on one side with a self-adhesive layer and a release sheet<br>"
102121,"3919908031","80","01/01/2017","",4,1,"Reflecting film, consisting of a layer of polyurethane, with, on one side, security imprints against counterfeiting, alteration or substitution of data or duplication, or an official mark for an intended use, and embedded glass beads and, on the other side, an adhesive layer, covered on one side or on both sides with a release film"
102123,"3919908033","80","01/01/2017","",4,1,"Transparent poly(ethylene) self-adhesive film, free from impurities or faults, coated on one side with an acrylic pressure sensitive adhesive, with a thickness of 60 μm or more, but not more than 70 μm, and with a width of more than 1 245 mm but not more than 1 255 mm"
102125,"3919908035","80","01/01/2017","",4,1,"Reflecting layered sheet on rolls, with a width of more than 20 cm, showing an embossed regular pattern, consisting of poly(vinyl chloride) film coated on one side with:<br> <br><br><br>- a layer of polyurethane containing glass micro beads,<br> <br><br><br>- a layer of poly(ethylene vinyl acetate),<br> <br><br><br>- an adhesive layer, and<br> <br><br><br>- a release sheet<br>"
104223,"3919908037","80","01/01/2019","",4,1,"Polyethylene or polycarbonate film, cut into ready to use forms,<br> <br><br><br>- one side partly printed whereby part of the printing either gives information about the meaning of LED's visible at the unprinted areas, or marks those points which must be touched to operate the system,<br> <br><br><br>- the other side partly covered with an adhesive layer,<br> <br><br><br>- both sides covered with a release liner, and<br> <br><br><br>- with dimensions of not more than 14 cm x 2,5 cm,<br>for use in the manufacture of push-button switches for mechatronic system adjustable furniture"
102130,"3919908041","80","01/01/2017","",4,1,"Adhesive film consisting of a base of a copolymer of ethylene and vinyl acetate (EVA) of a thickness of 70 µm or more and an adhesive part of acrylic type of a thickness of 5 µm or more, for use in the grinding and/or dicing process of silicon discs"
102132,"3919908043","80","01/01/2017","",4,1,"Black poly(vinyl chloride) film:<br><br><br>•with a gloss of more than 30 degrees according to ASTM D2457, <br>•whether or not covered on one side with a protective poly(ethylene terephthalate) film, and on the other side with a pressure sensitive adhesive with channels and a release liner"
102134,"3919908045","80","01/01/2017","",4,1,"Reinforced polyethylene foam tape, coated on both sides with an acrylic micro channelled pressure sensitive adhesive and on one side a liner, with an application thickness of 0,38 mm or more but not more than 1,53 mm"
102136,"3919908049","80","01/01/2017","",4,1,"Reflecting laminated sheet consisting of a film of poly(methyl methacrylate) embossed on one side in a regular shaped pattern, a film of a polymer containing glass microspheres, an adhesive layer and a release sheet"
102137,"3919908050","80","01/01/2017","",4,1,"Self-adhesive reflecting sheet whether or not in segmented pieces,<br> <br><br><br>- whether or not containing a watermark,<br> <br><br><br>- with or without an application tape coated on one side with an adhesive;<br>the reflective sheet consists of:<br> <br><br><br>- a layer of acrylic or vinyl polymer,<br> <br><br><br>- a layer of poly(methyl methacrylate)  or  polycarbonate containing microprisms,<br> <br><br><br>- a layer of metallisation,<br> <br><br><br>- an adhesive layer, and<br> <br><br><br>- a release sheet<br> <br><br><br>- whether or not containing an additional layer of polyester<br>"
102138,"3919908051","80","01/01/2017","",4,1,"Biaxially-oriented film of poly(methyl methacrylate), of a thickness of 50μm or more but not exceeding 90μm, covered on one side with an adhesive layer and a release sheet"
102140,"3919908053","80","01/01/2017","",4,1,"Acrylic foam tape, covered on one side with a heat activatable adhesive or an acrylic pressure sensitive adhesive and on the other side with an acrylic pressure sensitive adhesive and a release sheet, of a peel adhesion at an angle of 90 º of more than 25 N/cm (as determined by the ASTM D 3330 method)"
102141,"3919908054","80","01/01/2017","",4,1,"Poly(vinyl chloride) film, on one side covered with<br>- a polymer layer<br>- an adhesive layer<br>- a release liner, on one side embossed, containing oblate spheres;<br>whether or not on the other side covered with an adhesive layer and a metallised polymer layer<br>"
102144,"3919908065","80","01/01/2017","",4,1,"Self-adhesive film with a thickness of 40 µm or more, but not more than 475 µm, consisting of one or more layers of transparent, metallized or dyed poly(ethylene terephthalate), covered on one side with a scratch resistant coating and on the other side with a pressure sensitive adhesive and a release liner"
102146,"3919908070","80","01/01/2017","",4,1,"Self-adhesive polishing discs of microporous polyurethane, whether or not coated with a pad"
102147,"3919908075","80","01/01/2017","",4,1,"Rolls of polyethylene foil:<br> <br><br><br>- self-adhesive on one side,<br> <br><br><br>- of a total thickness of 0,025 mm or more, but not more than 0,09 mm,<br> <br><br><br>- of a total width of 60 mm or more, but not more than 1 110 mm,<br>for use in the manufacture of products of Headings 8521 or 8528 for protection purposes"
102148,"3919908080","80","01/01/2017","",4,1,"Self adhesive reflecting film, consisting of several layers including: <br><br><br>- a copolymer of acrylic resin, <br> <br><br><br>- polyurethane,  <br> <br><br><br>- a metalised layer with, on one side, laser imprints against counterfeiting, alteration or substitution of data or duplications, or an official mark for an intended use, <br> <br><br><br>- glass microspheres, and <br> <br><br><br>- an adhesive layer, with a release liner on one or both sides"
103585,"3919908082","80","01/01/2018","",4,1,"Reflecting film consisting of:<br><br><br><br>- a polyurethane layer,<br><br><br><br>- a glass microspheres layer,<br><br><br><br>- a metallised aluminium layer, and<br><br><br><br>- an adhesive, covered on one or both sides with a release liner,<br><br><br><br>- whether or not a poly(vinyl chloride) layer,<br><br><br><br>- a layer whether or not incorporating security imprints against counterfeiting, alteration or substitution of data or duplication, or an official mark for an intended use<br>"
103741,"3919908083","80","01/01/2018","",4,1,"Reflector or diffuser sheets, in rolls,<br> <br>-for protection against ultraviolet or infra-red heat radiation, to be affixed to windows or<br> <br>-for equal transmission and distribution of light, intended for LCD modules<br>"
102153,"3919908099","80","01/01/2017","",4,1,"Other"
39155,"3920000000","80","01/01/1972","",0,0,"Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
39156,"3920100000","80","01/01/1972","",1,0,"Of polymers of ethylene"
65423,"3920102300","10","01/01/1997","",2,0,"Of a thickness not exceeding 0,125 mm"
65424,"3920102300","20","01/01/1997","",3,0,"Of polyethylene having a specific gravity of"
65425,"3920102300","30","01/01/1997","",4,0,"Less than 0,94"
65426,"3920102300","80","01/01/1997","",5,1,"Polyethylene film, of a thickness of 20 micrometres or more but not exceeding 40 micrometres, for the production of photoresist film used in the manufacture of semiconductors or printed circuits"
68667,"3920102400","80","01/01/1998","",5,0,"Stretch film, not printed"
69592,"3920102410","80","01/01/1998","",6,1,"For use in certain types of aircraft"
69593,"3920102490","80","01/01/1998","",6,1,"Other"
91847,"3920102500","80","01/01/2010","",5,0,"Other"
91871,"3920102505","80","01/01/2010","",6,1,"For use in certain types of aircraft"
105497,"3920102530","10","01/07/2020","",6,0,"Other"
105371,"3920102530","80","01/07/2020","",7,1,"Mono-layered High-Density Polyethylene film:<br> <br>-containing by weight 99 % or more of polyethylene,<br> <br>-with a thickness of 12 μm or more but not more than 20 μm,<br> <br>-with a length of 4000 m or more but not more than 7000 m,<br> <br>-with a width of 600 mm or more but not more than 900 mm"
91850,"3920102590","80","01/01/2010","",7,1,"Other"
55056,"3920102800","80","01/01/1995","",4,0,"0,94 or more"
55242,"3920102810","80","01/01/1995","",5,1,"For use in certain types of aircraft"
105263,"3920102891","10","01/01/2020","",5,0,"Other"
90769,"3920102891","80","01/01/2009","",6,1,"Poly(ethylene) film printed with a graphic design, which is achieved by using four base colours in ink plus specialist colours, to achieve multiple colours in ink on one side of the film, and one colour on the opposite side, the graphic design also has the following characteristics:<br> <br><br><br>- is repetitive and equally spaced along the length of the film<br> <br><br><br>- is equally and visibly aligned when viewed from the back or front of the film<br>"
90768,"3920102899","80","01/01/2009","",6,1,"Other"
55057,"3920104000","80","01/01/1995","",3,0,"Other"
55247,"3920104010","80","01/01/1995","",4,1,"For use in certain types of aircraft"
103887,"3920104040","10","01/01/2018","",4,0,"Other"
99761,"3920104040","80","01/01/2016","",5,1,"Tubular layered film predominately of polyethylene:<br> <br><br><br>- consisting of a tri-layer barrier with a core layer of ethylene vinyl alcohol covered on  either side with a layer of polyamide, covered on either side with at least one layer of polyethylene,<br> <br><br><br>- having a total thickness of 55 µm or more,<br> <br><br><br>- having a diameter of 500 mm or more but not more than 600 mm<br>"
96907,"3920104099","80","01/01/2013","",5,1,"Other"
65433,"3920108100","10","01/01/1997","",2,0,"Of a thickness exceeding 0,125 mm"
65434,"3920108100","80","01/01/1997","",3,1,"Synthetic paper pulp, in the form of moist sheets made from unconnected finely branched polyethylene fibrils, whether or not blended with cellulose fibres in a quantity not exceeding 15 %, containing poly(vinyl alcohol) dissolved in water as the moistening agent"
65435,"3920108900","80","01/01/1997","",3,0,"Other"
65436,"3920108910","80","01/01/1997","",4,1,"For use in certain types of aircraft"
104526,"3920108925","10","01/01/2019","",4,0,"Other"
91209,"3920108925","80","01/07/2009","",5,1,"Adhesive film consisting of a base of a copolymer of ethylene and vinyl acetate (EVA) of a thickness of 70 µm or more and an adhesive part of acrylic type of a thickness of 5 µm or more, for use in the grinding and/or dicing process of silicon discs"
86851,"3920108940","80","01/01/2007","",5,1,"Composite sheet containing an acrylic coating and laminated to a high-density polyethylene layer, of a total thickness of 0.8 mm or more but not exceeding 1.2 mm"
106156,"3920108945","80","01/07/2021","",5,1,"Octene and ethylene copolymer plastic film of a thickness of 0,45 mm or more but not more than 0,75 mm, for use in the manufacture of glass to glass photovoltaic solar panels"
106157,"3920108955","80","01/07/2021","",5,1,"Ethylene vinyl acetate (EVA) film:<br> <br>- with a raised relief surface with embossed undulations,<br> <br>- not laminated,<br> <br>- not cross-linked, and<br> <br>- with a thickness of more than 0,3 mm<br>"
65439,"3920108990","80","01/01/1997","",5,1,"Other"
39202,"3920200000","80","01/01/1972","",1,0,"Of polymers of propylene"
39206,"3920202100","10","01/01/1991","",2,0,"Of a thickness not exceeding 0,10 mm"
39207,"3920202100","80","01/01/1991","",3,0,"Biaxially oriented"
39208,"3920202110","80","01/01/1991","",4,1,"For use in certain types of aircraft"
96297,"3920202140","80","01/07/2012","",4,1,"Sheets of biaxially - oriented polypropylene film: <br> <br><br><br>- with the thickness of not more than 0,1 mm, <br> <br><br><br>- printed on both sides with specialised coatings to allow banknote security printing"
39209,"3920202190","80","01/01/1991","",4,1,"Other"
39210,"3920202900","80","01/01/1991","",3,0,"Other"
39211,"3920202910","80","01/01/1991","",4,1,"For use in certain types of aircraft"
103888,"3920202960","10","01/01/2018","",4,0,"Other"
100102,"3920202960","80","01/07/2016","",5,1,"Mono-axial oriented film, of a total thickness of not more than 75µm, consisting of three or four layers, each layer containing a mixture of polypropylene and polyethylene, with a core layer whether or not containing titanium dioxide, having:<br> <br><br><br>- a tensile strength in the machine direction of 120 MPa or more but not more than 270 MPa and<br> <br><br><br>- a tensile strength in the transverse direction of 10 MPa or more but not more than 40 MPa<br>as determined by test method ASTM D882/ISO 527-3"
100103,"3920202970","80","01/07/2016","",5,1,"Mono-axial oriented film, consisting of three layers, each layer consisting of a mixture of polypropylene and a copolymer of ethylene and vinyl acetate, with a core layer whether or not containing titanium dioxide, having:<br> <br><br><br>- a thickness of 55 µm or more but not more than 97 µm,<br> <br><br><br>- a tensile modulus in the machine direction of 0,30 GPa or more but not more than 1,45 GPa, and<br> <br><br><br>- a tensile modulus in the transverse direction of 0,20 GPa or more but not more than 0,70 GPa<br>"
93852,"3920202994","80","01/01/2012","",5,1,"Mono-axial oriented, co-extruded film:<br> <br>-consisting of 3 to 5 layers,<br> <br>-each layer mainly consisting of polypropylene and/or polyethylene,<br> <br>-each layer containing not more than 10 % by weight of other polymers,<br> <br>-whether or not containing titanium dioxide in the core layer,<br> <br>-of an overall thickness of not more than 75 μm<br>"
71115,"3920202999","80","01/01/2000","",5,1,"Other"
91854,"3920208000","80","01/01/2010","",2,0,"Of a thickness exceeding 0,10 mm"
91855,"3920208010","80","01/01/2010","",3,1,"For use in certain types of aircraft"
104528,"3920208090","80","01/01/2019","",3,1,"Other"
39226,"3920300000","80","01/01/1972","",1,0,"Of polymers of styrene"
39227,"3920300010","80","01/01/1972","",2,1,"Acrylonitrile-butadiene-styrene, for use in certain types of aircraft"
39229,"3920300090","80","01/01/1972","",2,1,"Other"
73479,"3920430000","10","01/01/2002","",1,0,"Of polymers of vinyl chloride"
73480,"3920430000","80","01/01/2002","",2,0,"Containing by weight not less than 6 % of plasticisers"
73481,"3920431000","80","01/01/2002","",3,0,"Of a thickness not exceeding 1 mm"
73482,"3920431010","80","01/01/2002","",4,1,"For use in certain types of aircraft"
91057,"3920431092","10","01/01/2009","",4,0,"Other"
73485,"3920431092","80","01/01/2002","",5,1,"Sheeting of poly(vinyl chloride), stabilized against ultraviolet rays, without any holes, even microscopic, of a thickness of 60 µm or more but not more than 80 µm, containing 30 or more but not more than 40 parts of plasticizer to 100 parts of poly(vinyl chloride)"
74756,"3920431094","80","01/01/2002","",5,1,"Film of a specular gloss of 70 or more, measured at an angle of 60 ° using a glossmeter (as determined by the ISO 2813:2000 method), consisting of one or two layers of poly(vinyl chloride) coated on both sides with a layer of plastic, of a thickness of 0,26 mm or more but not more than 1,0 mm, covered on the gloss surface with a protective film of polyethylene, in rolls of a width of 1 000 mm or more but not more than 1 450 mm, for use in the manufacture of goods of heading 9403"
74757,"3920431095","80","01/01/2002","",5,1,"Reflecting laminated sheet, consisting of a film of poly(vinyl chloride) and a film of an other plastic totally embossed in a regular pyramidal pattern, covered on one side with a release sheet"
73487,"3920431099","80","01/01/2002","",5,1,"Other"
73488,"3920439000","80","01/01/2002","",3,0,"Of a thickness exceeding 1 mm"
73489,"3920439010","80","01/01/2002","",4,1,"For use in certain types of aircraft"
73490,"3920439090","80","01/01/2002","",4,1,"Other"
73491,"3920490000","80","01/01/2002","",2,0,"Other"
73492,"3920491000","80","01/01/2002","",3,0,"Of a thickness not exceeding 1 mm"
73493,"3920491010","80","01/01/2002","",4,1,"For use in certain types of aircraft"
97891,"3920491030","10","01/01/2014","",4,0,"Other"
97892,"3920491030","80","01/01/2014","",5,1,"Film of a (polyvinyl)chloride-copolymer<br> <br><br><br>- containing by weight 45 % or more of fillers<br> <br><br><br>- on a support<br>"
74759,"3920491093","80","01/01/2002","",5,1,"Film of a specular gloss of 70 or more, measured at an angle of 60 ° using a glossmeter (as determined by the ISO 2813:2000 method), consisting of one or two layers of poly(vinyl chloride) coated on both sides with a layer of plastic, of a thickness of 0,26 mm or more but not more than 1,0 mm, covered on the gloss surface with a protective film of polyethylene, in rolls of a width of 1 000 mm or more but not more than 1 450 mm, for use in the manufacture of goods of heading 9403"
73507,"3920491099","80","01/01/2002","",5,1,"Other"
73508,"3920499000","80","01/01/2002","",3,0,"Of a thickness exceeding 1 mm"
73509,"3920499010","80","01/01/2002","",4,1,"For use in certain types of aircraft"
73511,"3920499090","80","01/01/2002","",4,1,"Other"
39281,"3920510000","10","01/01/1972","",1,0,"Of acrylic polymers"
39282,"3920510000","80","01/01/1972","",2,0,"Of poly(methyl methacrylate)"
70750,"3920510020","80","01/07/1999","",3,1,"Plate of poly(methyl methacrylate) containing aluminium trihydroxide, of a thickness of 3,5 mm or more but not more than 19 mm"
76266,"3920510030","80","01/01/2003","",3,1,"Biaxially-oriented film of poly(methyl methacrylate), of a thickness of 50μm or more but not exceeding 90μm"
90772,"3920510040","80","01/01/2009","",3,1,"Sheets of polymethylmethacrylate conforming to standard EN 4366 (MIL-PRF-25690)"
96986,"3920510050","80","01/01/2013","",3,1,"Sheets of polymethylmethacrylate conforming to standard<br>— EN 4364 (MIL-P-5425E) and DTD5592A, or<br>— EN 4365 (MIL-P-8184) and DTD5592A"
58588,"3920510090","80","01/07/1995","",3,1,"Other"
39283,"3920590000","80","01/01/1972","",2,0,"Other"
65445,"3920591000","80","01/01/1997","",3,1,"Copolymer of acrylic and methacrylic esters, in the form of film of a thickness not exceeding 150 micrometres"
65446,"3920599000","80","01/01/1997","",3,1,"Other"
39290,"3920610000","10","01/01/1972","",1,0,"Of polycarbonates, alkyd resins, polyallyl esters or other polyesters"
39291,"3920610000","80","01/01/1972","",2,0,"Of polycarbonates"
99259,"3920610030","80","01/07/2015","",3,1,"Reflecting sheet:<br> <br><br><br>- of a polycarbonate or acrylic polymer film embossed on one side in a regular shaped pattern<br> <br><br><br>- covered on one or both sides with one or more layers of plastic or metallisation, and<br> <br><br><br>- whether or not covered on one side with a self-adhesive layer and a release sheet<br>"
105611,"3920610040","80","01/01/2021","",3,1,"Extruded thermoplastic foils or films of polycarbonate with:<br> <br>-matt surface texture on both sides,<br> <br>-a thickness of more than 50 μm but not more than 200 μm,<br> <br>-a width of 800 mm or more, but not more than 1 500 mm and<br> <br>-a length of 915 m or more, but not more 2 500 m, <br>for use in the production of retroreflective products"
58630,"3920610090","80","01/07/1995","",3,1,"Other"
39292,"3920620000","80","01/01/1972","",2,0,"Of poly(ethylene terephthalate)"
91859,"3920621200","10","01/01/2010","",3,0,"Of a thickness not exceeding 0,35 mm"
91860,"3920621200","80","01/01/2010","",4,1,"Poly(ethylene terephthalate) film, of a thickness of 72 micrometres or more but not exceeding 79 micrometres, for the manufacture of flexible magnetic disks; poly(ethylene terephthalate) film, of a thickness of 100 micrometres or more but not exceeding 150 micrometres, for the manufacture of photopolymer printing plates"
65443,"3920621900","80","01/01/1997","",4,0,"Other"
104012,"3920621905","80","01/07/2018","",5,1,"Poly(ethylene terephthalate) film in rolls:<br> <br><br><br>- with a thickness of 0,335 mm or more but not more than 0,365 mm, and<br> <br><br><br>- coated with a gold layer with a thickness of 0,03 μm or more but not more than 0,06 μm<br>"
97630,"3920621908","80","01/07/2013","",5,1,"Poly(ethylene terephthalate) film, not coated with an adhesive, of a thickness of not more than 25 µm, either:<br> <br><br><br>- only dyed in the mass, or<br> <br><br><br>- dyed in the mass and metallised on one side<br>"
97631,"3920621912","80","01/07/2013","",5,1,"Film of poly(ethylene terephthalate) only, of a total thickness of not more than 120 µm, consisting of one or two layers each containing a colouring and/or UV-absorbing material throughout the mass, uncoated with an adhesive or any other material"
97632,"3920621918","80","01/07/2013","",5,1,"Laminated film of poly(ethylene terephthalate) only, of a total thickness of not more than 120 µm, consisting of one layer which is metallised only and one or two layers each containing a colouring and/or UV-absorbing material throughout the mass, uncoated with an adhesive or any other material"
91210,"3920621920","80","01/07/2009","",5,1,"Reflecting polyester sheeting embossed in a pyramidal pattern, for the manufacture of safety stickers and badges, safety clothing and accessories thereof, or of school satchels, bags or similar containers"
97635,"3920621938","80","01/07/2013","",5,1,"Poly(ethylene terephthalate) film, of a thickness of not more than 12 µm, coated on one side with a layer of aluminium oxide of a thickness of not more than 35 nm"
97636,"3920621948","80","01/07/2013","",5,1,"Sheets or rolls of poly(ethylene terephthalate):<br> <br><br><br>- coated on both sides with a layer of epoxy acrylic resin,<br> <br><br><br>- of a total thickness of 37 μm (± 3 μm)<br>"
97637,"3920621952","80","01/07/2013","",5,1,"Film of poly(ethylene terephthalate), poly(ethylene naphthalate) or similar polyester, coated on one side with metal and/or metal oxides, containing by weight less than 0,1 % of aluminium, of a thickness of not more than 300 µm and having a surface resistivity of not more than 10 000 ohms (per square) (as determined by the ASTM D 257 method)"
99261,"3920621960","80","01/07/2015","",5,1,"Poly (ethylene terephtalate) film:<br> <br><br><br>- of a thickness of not more than 20 µm,<br> <br><br><br>- coated on at least one side with a gas barrier layer consisting of a polymeric matrix in which silica or aluminium oxide has been dispersed and of a thickness of not more than 2µm<br>"
105612,"3920621968","80","01/01/2021","",5,1,"Poly(ethylene terephthalate) film in rolls:<br> <br>-with a thickness of 50 μm or more but not more than 350 μm, and<br> <br>-covered with a layer of sputtered precious metal such as gold or palladium with a thickness of 0,02 μm or more but not more than 0,06 μm<br>"
97640,"3920621976","80","01/07/2013","",5,1,"Transparent poly(ethylene terephthalate) film:<br> <br><br><br>- coated on both sides with layers of organic substances on the basis of acryl of a thickness of 7 nm or more but not more than 80 nm,<br> <br><br><br>- with a surface tension of 36 Dyne/cm or more but not more than 39 Dyne/cm,<br> <br><br><br>- with a light transmission of more than 93 %,<br> <br><br><br>- with a haze value of not more than 1,3 %,<br> <br><br><br>- with a total thickness of 10 µm or more but not more than 350 µm,<br> <br><br><br>- with a width of 800 mm or more but not more than 1 600 mm<br>"
71026,"3920621999","80","20/08/1999","",5,1,"Other"
39324,"3920629000","80","01/01/1994","",3,0,"Of a thickness exceeding 0,35 mm"
104014,"3920629010","80","01/07/2018","",4,1,"Poly(ethylene terephthalate) film in rolls:<br> <br><br><br>- with a thickness of 0,335 mm or more but not more than 0,365 mm, and<br> <br><br><br>- coated with a gold layer with a thickness of 0,03 μm or more but not more than 0,06 μm<br>"
105613,"3920629020","80","01/01/2021","",4,1,"Poly(ethylene terephthalate) film in rolls:<br> <br>-with a thickness of 50 μm or more but not more than 350 μm, and<br> <br>-covered with a layer of sputtered precious metal such as gold or palladium with a thickness of 0,02 μm or more but not more than 0,06 μm<br>"
104013,"3920629090","80","01/07/2018","",4,1,"Other"
39330,"3920630000","80","01/01/1972","",2,1,"Of unsaturated polyesters"
39338,"3920690000","80","01/01/1972","",2,0,"Of other polyesters"
67149,"3920690020","80","01/07/1997","",3,1,"Film of poly(ethylene naphthalene-2,6-dicarboxylate)"
105446,"3920690030","80","01/07/2020","",3,1,"Mono- or multilayer, transverse oriented, shrink film:<br> <br>-composed of more than 85 % by weight of polylactic acid, not more than 5 % by weight of inorganic or organic additives and not more than 10 % by weight of additives based on biodegradable polyesters,<br> <br>-with a thickness of 20 μm or more but not more than 100 μm,<br> <br>-with a length of 2 385 m or more but not more than 9 075 m,<br> <br>-biodegradable and compostable (as determined by the method EN 13432)"
99243,"3920690050","80","01/07/2015","",3,1,"Monolayer, biaxially oriented film:<br> <br><br><br>- composed of more than 85 % by weight of poly(lactic acid) and not more than 10,50 % by weight of modified poly(lactic acid) based polymer, poly-glycol ester and talc,<br> <br><br><br>- having a thickness of 20 µm or more but not more than 120 µm<br> <br><br><br>- biodegradable and compostable (as determined by the method  EN 13432)<br>"
99244,"3920690060","80","01/07/2015","",3,1,"Monolayer, transverse oriented, shrink film:<br> <br><br><br>- composed of more than 80 % by weight of poly(lactic acid) and not more than 15,75 % by weight of additives of modified poly(lactic acid),<br> <br><br><br>- having a thickness of 45 µm or more but not more than 50 µm,<br> <br><br><br>- biodegradable and compostable (as determined by the method  EN 13432)<br>"
105447,"3920690070","80","01/07/2020","",3,1,"Mono- or multilayer, biaxially oriented film:<br> <br>-composed of more than 85 % by weight of polylactic acid, not more than 5 % by weight of inorganic or organic additives, and not more than 10 % by weight of additives based on biodegradable polyesters,<br> <br>-with a thickness of 9 μm or more but not more than 120 μm,<br> <br>-with a length of 1 395 m or more but not more than 21 560 m,<br> <br>-biodegradable and compostable (as determined by the method"
39347,"3920690090","80","01/01/1972","",3,1,"Other"
39348,"3920710000","10","01/01/1972","",1,0,"Of cellulose or its chemical derivatives"
