Key,Was,Is
3827630039_80,Other,"Other than r407A (containing 40% of pentafluoroethane (HFC-125), 40% of 1,1,1,2-tetrafluoroethane (HFC-134a) and 20% of difluoromethane (HFC-32))"
3827630049_80,Other,"Other than r452A (containing 59% of pentafluoroethane (HFC-125), 30% of 2,3,3,3-tetrafluoropropene (HFC-1234yf) and 11% of difluoromethane (HFC-32))"
3827630099_80,Other,"Other than r417A (containing 50% of 1,1,1,2-tetrafluoroethane (HFC-134a), 46.6% of pentafluoroethane (HFC-125) and 3.4% of isobutane)"
3827690090_80,Other,Other than containing unsaturated hydrofluorocarbons
3827900090_80,Other,"Other than mixtures containing by weight: - 60 % or more but not more than 90 % of 2-chloropropene (CAS RN 557-98-2), - 8 % or more but not more than 14 % of (Z)-1-chloropropene (CAS RN 16136-84-8), - 5 % or more but not more than 23 % of 2-chloropropane (CAS RN 75-29-6), - not more than 6 % of 3-chloropropene (CAS RN 107-05-1), and - not more than 1 % of ethyl chloride (CAS RN 75-00-3)"
3901101090_80,Other,"Other than high flow linear low density polyethylene-1-butene / LLDPE (CAS RN 25087-34-7) in form of powder, with -a melt flow rate (MFR 190 degC/2,16 kg) of 16g/10min or more, but not more than 24 g/10 min and -a density (ASTM D 1505) of 0,922 g/cm3 or more, but not more than 0,926 g/cm3 and -a vicat softening temperature of min. 94 degC"
3901109000_80,Other,Other than linear polyethylene
3901109090_80,Other,"Other than polyethylene granules, containing by weight 10 % or more but not more than 25 % of copper"
3901209000_80,Other,"Other than polyethylene in one of the forms mentioned in note 6(b) to this chapter, of a specific gravity of 0,958 or more at 23 degC, containing: - 50 mg/kg or less of aluminium, - 2 mg/kg or less of calcium, - 2 mg/kg or less of chromium, - 2 mg/kg or less of iron, - 2 mg/kg or less of nickel, - 2 mg/kg or less of titanium and - 8 mg/kg or less of vanadium, for the manufacture of chlorosulphonated polyethylene"
3901300099_80,Other,"Other than for cavity filling, for use in certain types of aircraft"
3901908000_80,Other,"Other than ionomer resin consisting of a salt of a terpolymer of ethylene with isobutyl acrylate and methacrylic acid; A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35 % or less of styrene, in one of the forms mentioned in note 6(b) to this chapter"
3901908053_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3902300020_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3902909052_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3903190000_80,Other,Other than expansible
3903190090_80,Other,"Other than crystalline polystyrene with: - a melting point of 268 degC or more but not more than 272 degC - a setting point of 232 degC or more but not more than 247 degC, - whether or not containing additives and filling material"
3904100090_80,Other,"Other than in the form of granules, for use in certain types of aircraft"
3904210090_80,Other,"Other than in the form of granules, for use in certain types of aircraft"
3904220090_80,Other,"Other than in the form of granules, for use in certain types of aircraft"
3904300090_80,Other,"Other than copolymer of vinyl chloride with vinyl acetate and vinyl alcohol, containing by weight: - 87 % or more but not more than 92 % of vinyl chloride, - 2 % or more but not more than 9 % of vinyl acetate and - 1 % or more but not more than 8 % of vinyl alcohol, in one of the forms mentioned in note 6 (a) or (b) to Chapter 39, for the manufacture of goods of headings 3215 or 8523 or for use in the manufacture of coatings for containers and closures of a kind used for preserving food and drink"
3904400091_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3904400099_80,Other,"Other than copolymer of vinyl chloride with vinyl acetate and vinyl alcohol, containing by weight: - 87 % or more but not more than 92 % of vinyl chloride, - 2 % or more but not more than 9 % of vinyl acetate and - 1 % or more but not more than 8 % of vinyl alcohol, in one of the forms mentioned in note 6 (a) or (b) to Chapter 39, for the manufacture of goods of headings 3215 or 8523 or for use in the manufacture of coatings for containers and closures of a kind used for preserving food and drink"
3904509000_80,Other,"Other than copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of 4 micrometres or more but not more than 20 micrometres"
3904509099_80,Other,"Other than for cavity filling, for use in certain types of aircraft"
3904610090_80,Other,"Other than copolymer of tetrafluoroethylene and trifluoro(heptafluoropropoxy)ethylene, containing 3,2 % or more but not more than 4,6 % by weight of trifluoro(heptafluoropropoxy)ethylene and less than 1 mg/kg of extractable fluoride ions"
3904690000_80,Other,Other than polytetrafluoroethylene
3904698020_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3904900090_80,Other,"Other than for cavity filling, for use in certain types of aircraft"
3905190000_80,Other,Other than in aqueous dispersion
3905190090_80,Other,"Other than for cavity filling, for use in certain types of aircraft"
3905290000_80,Other,Other than in aqueous dispersion
3905290090_80,Other,"Other than for cavity filling, for use in certain types of aircraft"
3905300091_10,Other,"Other than viscous preparation, essentially consisting of poly(vinyl alcohol) (CAS RN 9002-89-5), an organic solvent and water for use as protective coating of wafers during the manufacturing of semiconductors"
3905300092_80,Other,"Other than other than for the manufacturing of dry-blend adhesives, produced and sold in powder form for the carton board industry"
3905300095_80,Other,"Other than in the form of homopolymer resins with a viscosity (measured in 4 % aqueous solution at 20 degC) of 3 mPa*s or more but not more than 61 mPa*s and a degree of hydrolysis of 80,0 mol% or more but not more than 99,9 mol%, both measured according to the ISO 15023-2 method"
3905990000_80,Other,Other than copolymers
3905999000_80,Other,"Other than poly(vinyl formal), in one of the forms mentioned in note 6(b) to this chapter, of a molecular weight of 10 000 or more but not exceeding 40 000 and containing by weight: - 9,5 % or more but not more than 13 % of acetyl groups evaluated as vinyl acetate and - 5 % or more but not more than 6,5 % of hydroxy groups evaluated as vinyl alcohol"
3905999081_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3906900000_80,Other,Other than poly(methyl methacrylate)
3907100090_80,Other,"Other than polyoxymethylene with acetyl endcaps, containing polydimethylsiloxane and fibers of a copolymer of terephthalic acid and 1,4-phenyldiamine"
3907290000_80,Other,Other than bis(polyoxyethylene) methylphosphonate
3907292000_80,Other,Other than polyethylene glycols
3907299100_10,Other,Other than polyether alcohols
3907299900_80,Other,"Other than copolymer of 1-chloro-2,3-epoxypropane with ethylene oxide"
3907690000_80,Other,Other than having a viscosity number of 78 ml/g or higher
3907690090_80,Other,"Other than copolymer of terephthalic acid and isophthalic acid with ethylene glycol, butane-1,4-diol and hexane-1,6-diol"
3907919000_80,Other,Other than liquid
3907919090_80,Other,"Other than diallyl phthalate prepolymer, in powder form"
3907990000_80,Other,Other than unsaturated
3908900000_80,Other,"Other than polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12"
3909200090_80,Other,"Other than polymer mixture, containing by weight: - 60 % or more but not more than 75 % of melamine resin (CAS RN 9003-08-1), - 15 % or more but not more than 25 % of silicon dioxide (CAS RN 14808-60-7 or 60676-86-0), - 5 % or more but not more than 15 % of cellulose (CAS RN 9004-34-6), and - 1 % or more but not more than 15 % of phenolic resin (CAS RN 25917-04-8)"
3909390000_80,Other,"Other than poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)"
3909390090_80,Other,"Other than formaldehyde, oligomeric reaction products with aniline (CAS RN 25214-70-4)"
3909509000_80,Other,"Other than polyurethane of 2,2'-(tert-butylimino)diethanol and 4,4'-methylenedicyclohexyl diisocyanate, in the form of a solution in N,N-dimethylacetamide, containing by weight 50 % or more of polymer"
3911909200_10,Other,Other than condensation or rearrangement polymerisation products whether or not chemically modified
3911909900_80,Other,"Other than copolymer of p-cresol and divinylbenzene, in the form of a solution in N,N-dimethylacetamide containing by weight 50 % or more of polymer; hydrogenated copolymers of vinyltoluene and a-methylstyrene"
3911909923_10,Other,"Other than for cavity filling, for use in certain types of aircraft"
3912201900_80,Other,Other than collodions and celloidin
3912390000_80,Other,Other than carboxymethylcellulose and its salts
3912398500_80,Other,Other than hydroxypropylcellulose
3912901090_80,Other,Other than hydroxypropyl methylcellulose phthalate
3912909000_80,Other,Other than cellulose esters
3913100090_80,Other,"Other than sodium alginate extracted from brown seaweed, with - a loss on drying of not more than 15 % by weight (4h at 105 degC), - a water-insoluble fraction of not more than 2 % by weight, calculated on the dry weight"
3913900000_80,Other,"Other than alginic acid, its salts and esters"
3913900088_80,Other,"Other than with: - a weight average molecular weight (Mw) of not more than 900 000, - an endotoxin level of not more than 0,008 Endotoxin units (EU)/mg, - an ethanol content of not more than 1% by weight, - an isopropanol content of not more than 0,5% by weight"
3915908000_80,Other,Other than of polymers of propylene
3916100090_80,Other,Other than for use in certain types of aircraft
3916200091_10,Other,Other than for use in certain types of aircraft
3916200099_80,Other,"Other than profiles of poly(vinyl chloride) of a kind used in the manufacture of sheet pilings and facings, containing the following additives: - titanium dioxide - poly(methyl methacrylate) - calcium carbonate - binding agents"
3916901090_80,Other,"Other than rods with cellular structure, containing by weight: - polyamide-6 or poly(epoxy anhydride) - 7 % or more but not more than 9 % of polytetrafluorethylene if present - 10 % or more but not more than 25 % of inorganic fillers"
3916905090_80,Other,Other than for use in certain types of aircraft
3917211090_80,Other,Other than for use in certain types of aircraft
3917219000_80,Other,"Other than seamless and of a length exceeding the maximum cross-sectional dimension, whether or not surface-worked, but not otherwise worked"
3917221090_80,Other,Other than for use in certain types of aircraft
3917229000_80,Other,"Other than seamless and of a length exceeding the maximum cross-sectional dimension, whether or not surface-worked, but not otherwise worked"
3917231090_80,Other,Other than for use in certain types of aircraft
3917239000_80,Other,"Other than seamless and of a length exceeding the maximum cross-sectional dimension, whether or not surface-worked, but not otherwise worked"
3917290019_80,Other,Other than for use in certain types of aircraft
3917290091_10,Other,Other than of addition polymerisation products
3917290099_80,Other,"Other than with fittings attached, for use in civil aircraft"
3917330090_80,Other,"Other than with fittings attached, for use in civil aircraft"
3917390020_10,Other,"Other than with fittings attached, for use in civil aircraft"
3917400020_10,Other,Other than for use in civil aircraft
3918101090_80,Other,Other than for use in certain types of aircraft
3918109000_80,Other,"Other than consisting of a support impregnated, coated or covered with poly(vinyl chloride)"
3918109090_80,Other,Other than for use in certain types of aircraft
3918900090_80,Other,Other than for use in certain types of aircraft
3919101990_80,Other,"Other than reflecting film, consisting of a layer of polyurethane, with, on one side, security imprints against counterfeiting, alteration or substitution of data or duplication, or an official mark for an intended use, and embedded glass beads and, on the other side, an adhesive layer, covered on one side or on both sides with a release film"
3919108000_80,Other,"Other than strips, the coating of which consists of unvulcanised natural or synthetic rubber"
3919108025_10,Other,Other than for use in certain types of aircraft
3919900000_80,Other,Other than in rolls of a width not exceeding 20 cm
3919908000_80,Other,Other than self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers
3919908019_10,Other,Other than for use in certain types of aircraft
3920102490_80,Other,Other than for use in certain types of aircraft
3920102530_10,Other,Other than for use in certain types of aircraft
3920102590_80,Other,"Other than mono-layered High-Density Polyethylene film: -containing by weight 99 % or more of polyethylene, -with a thickness of 12 mm or more but not more than 20 mm, -with a length of 4000 m or more but not more than 7000 m, -with a width of 600 mm or more but not more than 900 mm"
3920102891_10,Other,Other than for use in certain types of aircraft
3920102899_80,Other,"Other than poly(ethylene) film printed with a graphic design, which is achieved by using four base colours in ink plus specialist colours, to achieve multiple colours in ink on one side of the film, and one colour on the opposite side, the graphic design also has the following characteristics: - is repetitive and equally spaced along the length of the film - is equally and visibly aligned when viewed from the back or front of the film"
3920104000_80,Other,Other than of polyethylene having a specific gravity of
3920104040_10,Other,Other than for use in certain types of aircraft
3920104099_80,Other,"Other than tubular layered film predominately of polyethylene: - consisting of a tri-layer barrier with a core layer of ethylene vinyl alcohol covered on either side with a layer of polyamide, covered on either side with at least one layer of polyethylene, - having a total thickness of 55 um or more, - having a diameter of 500 mm or more but not more than 600 mm"
3920108900_80,Other,"Other than synthetic paper pulp, in the form of moist sheets made from unconnected finely branched polyethylene fibrils, whether or not blended with cellulose fibres in a quantity not exceeding 15 %, containing poly(vinyl alcohol) dissolved in water as the moistening agent"
3920108925_10,Other,Other than for use in certain types of aircraft
3920202900_80,Other,Other than biaxially oriented
3920202960_10,Other,Other than for use in certain types of aircraft
3920208090_80,Other,Other than for use in certain types of aircraft
3920300090_80,Other,"Other than acrylonitrile-butadiene-styrene, for use in certain types of aircraft"
3920431092_10,Other,Other than for use in certain types of aircraft
3920439090_80,Other,Other than for use in certain types of aircraft
3920490000_80,Other,Other than containing by weight not less than 6 % of plasticisers
3920491030_10,Other,Other than for use in certain types of aircraft
3920499090_80,Other,Other than for use in certain types of aircraft
3920590000_80,Other,Other than of poly(methyl methacrylate)
3920599000_80,Other,"Other than copolymer of acrylic and methacrylic esters, in the form of film of a thickness not exceeding 150 micrometres"
3920621900_80,Other,"Other than poly(ethylene terephthalate) film, of a thickness of 72 micrometres or more but not exceeding 79 micrometres, for the manufacture of flexible magnetic disks; poly(ethylene terephthalate) film, of a thickness of 100 micrometres or more but not exceeding 150 micrometres, for the manufacture of photopolymer printing plates"
3920738000_80,Other,"Other than film in rolls or in strips, for cinematography or photography"
3920791090_80,Other,"Other than sheets of painted vulcanised fibre-board with a thickness of not more than 1,5 mm"
3920799000_80,Other,Other than of vulcanised fibre
3920910052_10,Other,Other than for use in certain types of aircraft
3920910097_80,Other,"Other than co-extruded trilayer poly(vinyl butyral) film with a graduated colour band containing by weight 29 % or more but not more than 31 % of 2,2'-ethylenedioxydiethyl bis(2-ethylhexanoate) as a plasticiser"
3920992800_80,Other,"Other than polyimide foil and strip, uncoated, or coated or covered solely with plastic"
3920995925_10,Other,Other than for use in certain types of aircraft
3920999090_80,Other,"Other than anisotropic conductive film, in rolls, of a width of 1,2 mm or more but not more than 3,15 mm and a maximum length of 300 m, used for joining electronic components in the production of LCD or plasma displays"
3921110090_80,Other,"Other than acrylonitrile butadiene styrene, for use in certain types of aircraft"
3921120090_80,Other,Other than for use in certain types of aircraft
3921139000_80,Other,Other than flexible
3921140080_80,Other,"Other than cellular block of regenerated cellulose, impregnated with water containing magnesium chloride and quaternary ammonium compounds, measuring 100 cm (+- 10 cm) x 100 cm (+- 10 cm) x 40 cm (+- 5 cm)"
3921190030_10,Other,Other than for use in certain types of aircraft
3921900000_80,Other,Other than cellular
3921904300_80,Other,Other than high-pressure laminates with a decorative surface on one or both sides
3921904900_80,Other,Other than laminated
3921906035_10,Other,Other than for use in certain types of aircraft
3921906099_80,Other,"Other than ion-exchange membranes based on a fabric coated on both sides with fluorinated plastic material, for use in chlor-alkali electrolytic cells"
3923109000_80,Other,"Other than boxes, cases, crates and similar articles, of plastic, specially shaped or fitted for the conveyance or packing of semiconductor wafers, masks, or reticles"
3923109090_80,Other,"Other than photomask or wafer compacts: - consisting of antistatic materials or blended thermoplastics proving special electrostatic discharge (ESD) and outgassing properties, - having non porous, abrasion resistant or impact resistant surface properties, - fitted with a specially designed retainer system that protects the photomask or wafers from surface or cosmetic damage and - with or without a gasket seal, of a kind used in the photolithography or other semiconductor production to house photomasks or wafers"
3923299000_80,Other,Other than of poly(vinyl chloride)
3923409000_80,Other,"Other than spools, reels and similar supports for photographic and cinematographic film or for tapes, films and the like of heading 8523"
3923509000_80,Other,Other than caps and capsules for bottles
3924100019_80,Other,Other than consigned from China or Hong Kong
3924900000_80,Other,Other than tableware and kitchenware
3924900090_80,Other,"Other than ironing boards, including sleeve boards, whether or not free standing, and legs and tops thereof"
4002190000_80,Other,Other than latex
4002390000_80,Other,Other than isobutene-isoprene (butyl) rubber (IIR)
4002490000_80,Other,Other than latex
4002590000_80,Other,Other than latex
4002990000_80,Other,Other than latex
4002999000_80,Other,Other than products modified by the incorporation of plastics
4005990000_80,Other,"Other than plates, sheets and strip"
4006900000_80,Other,Other than 'Camel-back' strips for retreading rubber tyres
4007000090_80,Other,Other than siliconated vulcanised rubber thread and cord
4008190000_80,Other,"Other than plates, sheets and strip"
4008219000_80,Other,Other than floor coverings and mats
4008290000_80,Other,"Other than plates, sheets and strip"
4008290090_80,Other,"Other than profile shapes, cut to size, for use in civil aircraft"
4009120090_80,Other,"Other than suitable for conducting gases or liquids, for use in civil aircraft"
4009220090_80,Other,"Other than suitable for conducting gases or liquids, for use in civil aircraft"
4009320090_80,Other,"Other than suitable for conducting gases or liquids, for use in civil aircraft"
4010310090_80,Other,Other than vulcanized rubber endless transmission belt of trapezoidal cross-section (V-belts) with longitudinal V-ribbed pattern on the inner side for use in the manufacture of goods of Chapter 87
4010330090_80,Other,Other than vulcanized rubber endless transmission belt of trapezoidal cross-section (V-belts) with longitudinal V-ribbed pattern on the inner side for use in the manufacture of goods of Chapter 87
4010390090_80,Other,Other than vulcanized rubber endless transmission belt of trapezoidal cross-section (V-belts) with longitudinal V-ribbed pattern on the inner side for use in the manufacture of goods of Chapter 87
4011300090_80,Other,Other than for use on civil aircraft
4012120090_80,Other,Other than with a load index exceeding 121
4012130090_80,Other,Other than for use on civil aircraft
4012200090_80,Other,Other than for use on civil aircraft
4014900000_80,Other,Other than sheath contraceptives
4015190000_80,Other,"Other than of a kind used for medical, surgical, dental or veterinary purposes"
4015900000_80,Other,"Other than gloves, mittens and mitts"
4016100090_80,Other,"Other than for technical uses, for use in civil aircraft"
4016910000_10,Other,Other than of cellular rubber
4016995700_80,Other,Other than rubber-to-metal bonded parts
4016999100_10,Other,Other than for motor vehicles of headings 8701 to 8705
4016999190_80,Other,"Other than for technical uses, for use in civil aircraft"
4016999700_80,Other,Other than rubber-to-metal bonded parts
4102109000_80,Other,Other than of lambs
4102290000_80,Other,Other than pickled
4104115100_10,Other,"Other than whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4104115900_80,Other,"Other than whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)"
4104119000_80,Other,Other than of bovine (including buffalo) animals
4104190000_80,Other,"Other than full grains, unsplit; grain splits"
4104195100_10,Other,"Other than whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4104195900_80,Other,"Other than whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)"
4104199000_80,Other,Other than of bovine (including buffalo) animals
4104411900_80,Other,"Other than east India kip, whole or with the head and legs removed, each of a net weight of not more than 4,5 kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4104411990_80,Other,"Other than buffalo leather, split, chrome tanned synthetic retanned ('crust'), dry"
4104415100_10,Other,"Other than whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4104415900_80,Other,"Other than whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)"
4104419000_80,Other,Other than of bovine (including buffalo) animals
4104490000_80,Other,"Other than full grains, unsplit; grain splits"
4104491900_80,Other,"Other than east India kip, whole or with the head and legs removed, each of a net weight of not more than 4,5 kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4104495100_10,Other,"Other than whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4104495900_80,Other,"Other than whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)"
4104499000_80,Other,Other than of bovine (including buffalo) animals
4105309000_80,Other,"Other than of Indian hair sheep, vegetable pre-tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4106229000_80,Other,"Other than of Indian goat or kid, vegetable pre-tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4106409000_80,Other,Other than vegetable pre-tanned
4107111900_80,Other,Other than boxcalf
4107119000_80,Other,"Other than bovine (including buffalo) leather, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4107121900_80,Other,Other than boxcalf
4107129100_10,Other,"Other than bovine (including buffalo) leather, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4107199000_80,Other,"Other than bovine (including buffalo) leather, of a unit surface area not exceeding 28 square feet (2,6 m2)"
4107919000_80,Other,Other than sole leather
4201000090_80,Other,"Other than riding saddles, of leather, hand-made"
4202111090_80,Other,Other than hand-made
4202119000_80,Other,"Other than executive-cases, briefcases, school satchels and similar containers"
4202119090_80,Other,Other than hand-made
4202121900_80,Other,"Other than executive-cases, briefcases, school satchels and similar containers"
4202129190_80,Other,Other than hand-made
4202129900_80,Other,"Other than executive-cases, briefcases, school satchels and similar containers"
4202129990_80,Other,Other than hand-made
4202199090_80,Other,Other than hand-made
4202210090_80,Other,Other than hand-made
4202229090_80,Other,Other than hand-made
4202310090_80,Other,Other than hand-made
4202329090_80,Other,Other than hand-made
4202390090_80,Other,Other than hand-made
4202911090_80,Other,Other than hand-made
4202918000_80,Other,"Other than travelling-bags, toilet bags, rucksacks and sports bags"
4202918090_80,Other,Other than hand-made
4202929190_80,Other,Other than hand-made
4202929800_80,Other,"Other than travelling-bags, toilet bags, rucksacks and sports bags"
4202929890_80,Other,Other than hand-made
4202990090_80,Other,"Other than musical instrument cases, hand-made"
4203290000_80,Other,Other than specially designed for use in sports
4203299000_80,Other,Other than protective for all trades
4203300090_80,Other,Other than hand-made
4203400090_80,Other,Other than hand-made
4205001900_80,Other,Other than conveyor or transmission belts or belting
4205009000_80,Other,Other than of a kind used in machinery or mechanical appliances or for other technical uses
4302190000_80,Other,Other than of mink
4302194900_80,Other,Other than of whitecoat pups of harp seal or of pups of hooded seal (blue-backs)
4302198000_80,Other,"Other than of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb"
4302302500_10,Other,Other than 'Dropped' furskins
4302305500_80,Other,Other than of whitecoat pups of harp seal or of pups of hooded seal (blue-backs)
4303109000_80,Other,Other than of furskins of whitecoat pups of harp seal or of pups of hooded seal (blue-backs)
4303900000_80,Other,Other than articles of apparel and clothing accessories
4401229000_80,Other,Other than of eucalyptus (Eucalyptus spp.)
4401490000_80,Other,Other than sawdust
4402100090_80,Other,Other than exported from Somalia
4402200090_80,Other,Other than exported from Somalia
4402900090_80,Other,Other than exported from Somalia
4403211090_80,Other,Other than exported from the Russian Federation in accordance with Commission regulation No 498/2012
4403219000_80,Other,Other than sawlogs
4403219090_80,Other,Other than exported from the Russian Federation in accordance with Commission regulation No 498/2012
4403220090_80,Other,Other than exported from the Russian Federation in accordance with Commission regulation No 498/2012
4403231090_80,Other,Other than exported from the Russian Federation in accordance with Commission regulation No 498/2012
4403239000_80,Other,Other than sawlogs
4403239090_80,Other,Other than exported from the Russian Federation in accordance with Commission regulation No 498/2012
4403240090_80,Other,Other than exported from the Russian Federation in accordance with Commission regulation No 498/2012
4403259000_80,Other,Other than sawlogs
4403959000_80,Other,Other than sawlogs
4404100090_80,Other,Other than chipwood and the like
4404200011_80,Other,Other than chipwood
4404200090_80,Other,Other than chipwood and the like
4406910000_10,Other,Other than not impregnated
4407119090_80,Other,Other than sanded
4407129090_80,Other,Other than sanded
4407130099_80,Other,Other than sanded
4407140099_80,Other,Other than sanded
4407199090_80,Other,Other than sanded
4407219100_10,Other,"Other than sanded; end-jointed, whether or not planed or sanded"
4407219900_80,Other,Other than planed
4407229100_10,Other,"Other than sanded; end-jointed, whether or not planed or sanded"
4407229900_80,Other,Other than planed
4407253000_10,Other,"Other than end-jointed, whether or not planed or sanded"
4407263000_10,Other,"Other than end-jointed, whether or not planed or sanded"
4407279100_10,Other,"Other than sanded; end-jointed, whether or not planed or sanded"
4407279900_80,Other,Other than planed
4407289100_10,Other,"Other than sanded; end-jointed, whether or not planed or sanded"
4407289900_80,Other,Other than planed
4407292000_10,Other,"Other than end-jointed, whether or not planed or sanded"
4407298300_10,Other,"Other than palissandre de Para, palissandre de Rio and palissandre de Rose, planed"
4407299700_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407299800_80,Other,Other than sanded
4407913100_10,Other,"Other than sanded; end-jointed, whether or not planed or sanded"
4407913900_80,Other,"Other than blocks, strips and friezes for parquet or wood block flooring, not assembled"
4407919000_80,Other,Other than planed
4407920090_80,Other,"Other than planed, sanded or end-jointed"
4407939100_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407939900_80,Other,Other than sanded
4407949100_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407949900_80,Other,Other than sanded
4407959100_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407959900_80,Other,Other than sanded
4407969100_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407969900_80,Other,Other than sanded
4407979100_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407979900_80,Other,Other than sanded
4407994000_10,Other,"Other than planed; end-jointed, whether or not planed or sanded"
4407999000_80,Other,Other than sanded
4408109100_10,Other,"Other than planed; sanded; end-jointed, whether or not planed or sanded"
4408109800_80,Other,Other than small boards for the manufacture of pencils
4408312100_10,Other,"Other than end-jointed, whether or not planed or sanded"
4408390000_80,Other,"Other than dark red meranti, light red meranti and meranti bakau"
4408392100_10,Other,"Other than sanded; end-jointed, whether or not planed or sanded"
4408393000_80,Other,Other than planed
4408393090_80,Other,"Other than okoume veneer sheets: - of a length of 1 270 mm or more, but not more than 3 200 mm, - of a width of 150 mm or more, but not more than 2 000 mm, - of a thickness of 0,5 mm or more, but not more than 4 mm, - not sanded and - not planed"
4408395500_10,Other,"Other than acajou d'Afrique, limba, mahogany (Swietenia spp.), obeche, okoume, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola and white lauan"
4408397000_10,Other,"Other than planed; sanded; end-jointed, whether or not planed or sanded"
4408398500_10,Other,Other than small boards for the manufacture of pencils
4408903500_10,Other,"Other than planed; sanded; end-jointed, whether or not planed or sanded"
4408908500_10,Other,Other than small boards for the manufacture of pencils
4409101800_80,Other,"Other than mouldings for frames for paintings, photographs, mirrors or similar objects"
4409299100_10,Other,"Other than mouldings for frames for paintings, photographs, mirrors or similar objects"
4409299900_80,Other,"Other than blocks, strips and friezes for parquet or wood block flooring, not assembled"
4410129000_80,Other,Other than unworked or not further worked than sanded (raw board)
4410900000_80,Other,Other than of wood
4411129200_10,Other,Other than not mechanically worked or surface covered (raw board)
4411139200_10,Other,Other than not mechanically worked or surface covered (raw board)
4411149200_10,Other,Other than not mechanically worked or surface covered (raw board)
4411920000_10,Other,Other than medium density fibreboard (MDF)
4411929000_80,Other,Other than not mechanically worked or surface covered (raw board)
4411949000_80,Other,Other than not mechanically worked or surface covered (raw board)
4412311090_80,Other,Other than with at least one outer ply of okoume not coated by a permanent film of other materials
4412319000_80,Other,"Other than of acajou d'Afrique, dark red meranti, light red meranti, limba, mahogany (Swietenia spp.), obeche, okoume, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola or white lauan"
4412331090_80,Other,"Other than plywood, whether or not coated, with outer plies of wood specified under subheading 4412 33"
4412390090_80,Other,"Other than plywood of coniferous species, without the addition of other substances, of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
4412419900_80,Other,Other than with a least one outer layer of non-coniferous wood
4412419990_80,Other,"Other than plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
4412490090_80,Other,"Other than plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
4412519000_80,Other,Other than with at least one outer ply of non-coniferous wood
4412919100_10,Other,Other than containing at least one layer of particle board
4412919900_80,Other,Other than with at least one outer layer of non-coniferous wood
4412919990_80,Other,"Other than plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
4412929000_80,Other,Other than containing at least one layer of particle board
4412999000_80,Other,Other than containing at least one layer of particle board
4412999090_80,Other,"Other than plywood of coniferous species, without the addition of other substances,of a thickness greater than 18,5 mm when sanded, or of a thickness greater than 8,5 mm when the faces are not further prepared than the peeling process"
4414109000_80,Other,Other than of tropical wood specified in additional note 2 to this chapter
4414900000_80,Other,Other than of tropical wood
